TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT,TOTAL_FLIGHTS,TOTAL_MAX_PASSANGERS,MILES_TRAVELED,TOTAL_FUEL_COST,TOTAL_FEES,TOTAL_GATE_COST,TOTAL_COST,COST/PASSANGER
N5FTAA,368,31.8,7644.53,241,88688,278475,8855505.0,19124.74,770992.2000000015,9645621.940000001,108.75904226050876
N3GMAA,368,31.6,7911.84,984,362112,1137019,35929800.4,39487.06999999999,3510620.0599999945,39479907.529999994,109.02678599438846
N3LKAA,524,38.5,9972.24,1112,582688,1544159,59450121.5,-5873.05,4086536.1900000367,63530784.64000004,109.03053544950306
N347AA,524,36.5,10530.79,123,64452,179555,6553757.5,70116.01,419753.34999999934,7043626.859999999,109.28484546639359
N182UW,368,31.7,7151.04,639,235152,748492,23727196.4,14907.989999999996,1972560.9899999932,25714665.37999999,109.35337730489212
N916US,368,31.9,6904.75,705,259440,820528,26174843.2,10309.669999999998,2195364.2999999956,28380517.169999998,109.39144761794634
N7AWAA,524,36.0,10057.8,40,20960,60060,2162160.0,1738.5599999999995,130396.9599999999,2294295.52,109.4606641221374
N5FLAA,368,32.9,7512.7,235,86480,264928,8716131.2,30860.199999999997,739340.580000001,9486331.98,109.69394056429233
N669AW,368,31.2,7503.65,580,213440,694514,21668836.8,21964.020000000004,1743664.9899999953,23434465.809999995,109.79416140367314
N879AA,368,31.2,7042.46,177,65136,206553,6444453.6,-241.75000000000148,712338.4400000029,7156550.290000003,109.87088998403345
N3FUAA,368,31.4,7394.28,997,366896,1171754,36793075.6,45714.20000000002,3495426.409999999,40334216.21,109.93364934477346
N171US,368,33.6,7150.24,660,242880,732412,24609043.2,40020.490000000005,2081874.0999999922,26730937.78999999,110.05820895092224
N3JAAA,368,32.9,7615.12,1007,370576,1137139,37411873.1,26857.77,3533482.1299999948,40972213.0,110.56359019472389
N3FBAA,368,31.5,7533.81,949,349232,1122075,35345362.5,72464.42000000001,3349024.549999998,38766851.47,111.00601167705136
N173US,368,33.8,7503.67,665,244720,741313,25056379.4,56567.30000000001,2070400.8999999904,27183347.59999999,111.07938705459297
N3HVAA,368,32.6,7321.16,1065,391920,1216571,39660214.6,82890.90999999995,3837922.5800000136,43581028.09000001,111.19878569606045
N3CRAA,368,32.5,7774.08,953,350704,1098875,35713437.5,82692.50999999998,3323559.8500000066,39119689.86000001,111.5461752931247
N868AA,368,32.2,6913.1,781,287408,911973,29365530.6,38294.39000000001,2712572.780000001,32116397.770000003,111.74496802455047
N3KAAA,368,32.6,7756.99,933,343344,1073824,35006662.4,10915.589999999997,3362139.459999996,38379717.449999996,111.7821119635118
N3AKAA,368,33.1,7686.57,861,316848,977158,32343929.8,71751.15999999999,3022364.8999999953,35438045.86,111.84557219865677
N154UW,368,33.0,7593.42,677,249136,780440,25754520.0,683.3900000000007,2137376.3499999912,27892579.73999999,111.95724319247316
N3CFAA,368,31.7,7286.49,944,347392,1122653,35588100.1,96517.06999999998,3326744.429999995,39011361.599999994,112.29781226971258
N978UY,368,33.7,7171.61,255,93840,288884,9735390.8,11617.159999999996,812141.5299999999,10559149.49,112.52290590366582
N565UW,368,33.1,7403.96,398,146464,460941,15257147.100000001,-6616.949999999999,1279797.589999995,16530327.739999996,112.86273582586846
N751UW,200,28.3,4221.35,857,171400,598109,16926484.7,12628.770000000002,2516618.6699999925,19455732.139999993,113.51068926487744
N3KEAA,368,33.0,7150.13,1020,375360,1181726,38996958.0,36671.21,3595474.800000001,42629104.010000005,113.56858485187554
N3JUAA,368,32.9,7060.14,1007,370576,1174481,38640424.9,15696.650000000003,3537424.1899999985,42193545.739999995,113.85935878200422
N3FTAA,368,32.7,7675.33,985,362480,1154319,37746231.300000004,66311.51999999999,3486584.7900000014,41299127.61000001,113.93491395387333
N3AUAA,368,32.9,7006.91,920,338560,1068219,35144405.1,82704.94000000002,3357912.840000008,38585022.88000001,113.9680496219282
N3DJAA,368,32.4,7504.42,964,354752,1136589,36825483.6,56153.78999999999,3553068.900000005,40434706.29000001,113.98020670778462
N540UW,368,32.7,7253.88,612,225216,727132,23777216.400000002,30091.57,1870756.5099999914,25678064.479999993,114.01527635691954
N507AY,368,33.9,7016.59,621,228528,712203,24143681.7,32700.93,1921969.6099999913,26098352.23999999,114.20198942799128
N566UW,368,31.4,6978.38,363,133584,449304,14108145.6,21215.719999999994,1221651.6699999953,15351012.989999995,114.91655430291048
N3ASAA,368,33.2,7027.93,859,316112,1002850,33294620.000000004,89149.63000000006,3018350.6799999997,36402120.31,115.15576855671408
N941UW,368,33.4,7575.4,275,101200,325259,10863650.6,43139.60999999999,793727.2800000006,11700517.49,115.61776175889328
N546UW,368,33.7,7760.73,646,237728,757926,25542106.200000003,41576.20000000001,2000730.8199999884,27584413.21999999,116.0335056030421
N3HJAA,368,32.9,7211.95,945,347760,1124116,36983416.4,75068.93000000001,3299222.779999996,40357708.10999999,116.05046040372669
N3EYAA,368,33.9,7767.4,913,335984,1056461,35814027.9,32239.540000000008,3176995.5599999977,39023262.99999999,116.146194461641
N922US,368,34.0,7401.16,694,255392,809134,27510556.0,7414.0999999999985,2147114.1499999934,29665084.249999996,116.15510372290439
N109UW,200,30.8,4141.5,715,143000,470677,14496851.6,21625.290000000008,2093900.8999999918,16612377.78999999,116.17047405594398
N3HXAA,368,33.8,7316.55,986,362848,1147054,38770425.199999996,75922.52999999998,3443076.930000002,42289424.66,116.54859516932709
N819AW,200,29.2,4316.36,786,157200,553029,16148446.799999999,13623.929999999995,2210792.77,18372863.5,116.87572201017812
N7BPAA,524,35.7,9318.5,46,24104,75012,2677928.4000000004,9349.86,132601.5899999999,2819879.85,116.98804555260539
N3CDAA,368,33.8,7509.2,974,358432,1139733,38522975.4,42287.099999999984,3485061.6000000047,42050324.1,117.31743845415588
N343AA,368,32.3,7648.67,125,46000,153989,4973844.699999999,36992.920000000006,392497.8499999993,5403335.469999999,117.46381456521736
N3BNAA,368,34.1,7274.85,1004,369472,1165718,39750983.800000004,80589.53,3598333.1500000055,43429906.48000001,117.54586675038978
N576UW,368,33.9,6935.93,623,229264,739161,25057557.9,39150.700000000004,1971381.7999999903,27068090.399999987,118.06515807104468
N971UY,368,33.7,7269.95,671,246928,804938,27126410.6,18688.279999999995,2031898.0699999894,29176996.94999999,118.15993710717291
N860AA,368,32.4,7229.6,1123,413264,1378612,44667028.8,136166.32999999996,4089590.450000015,48892785.58000001,118.30884272523136
N865AA,368,30.8,7556.32,922,339296,1196740,36859592.0,51685.939999999995,3258154.2300000023,40169432.17,118.39052676718853
N764US,200,29.0,4535.19,777,155400,558607,16199603.0,22986.269999999997,2219614.6999999974,18442203.97,118.67570122265121
N392AA,368,33.9,7509.75,127,46736,150448,5100187.2,47702.24,419234.0999999992,5567123.54,119.11852832933927
N127UW,200,30.1,4073.59,648,129600,451824,13599902.4,32956.66999999999,1818671.2699999905,15451530.33999999,119.22477114197524
N803AW,200,30.5,4331.66,672,134400,458772,13992546.0,9436.379999999997,2143136.6999999997,16145119.08,120.12737410714286
N822AW,200,30.2,4476.16,803,160600,564269,17040923.8,14783.819999999998,2308774.1799999997,19364481.8,120.57585180572852
N640AA,368,33.8,7136.79,544,200192,657639,22228198.2,81664.41,1896037.1299999973,24205899.74,120.91342181505753
N520AA,200,28.8,4411.99,1492,298400,1070063,30817814.400000002,157335.58000000005,5268838.659999971,36243988.63999997,121.46108793565674
N118US,200,30.4,4476.94,674,134800,476779,14494081.6,12001.400000000001,1907262.6899999909,16413345.68999999,121.76072470326402
N5CFAA,368,30.8,7268.36,328,120704,438040,13491632.0,70174.38999999996,1239453.1700000088,14801259.56000001,122.62443299310719
N277AY,200,29.0,4088.28,58,11600,41958,1216782.0,10142.810000000001,196966.60000000012,1423891.4100000001,122.74925948275863
N128UW,200,29.8,4179.24,614,122800,449482,13394563.6,-5946.699999999999,1722308.4299999904,15110925.32999999,123.05313786644943
N744P,200,28.6,4283.84,694,138800,530220,15164292.0,18250.210000000003,1942780.0200000003,17125322.23,123.3812840778098
N547AA,200,29.2,4277.61,1421,284200,1022205,29848386.0,110614.21999999997,5149091.599999965,35108091.81999996,123.53304651653752
N513AA,200,29.7,4500.53,1426,285200,1013832,30110810.4,107399.38000000002,5046220.989999976,35264430.76999997,123.6480742286114
N876AA,368,33.9,7908.89,473,174064,593298,20112802.2,18866.679999999997,1432024.4199999955,21563693.299999993,123.88370541869654
N5EKAA,368,32.5,7277.18,580,213440,747233,24285072.5,113786.02999999997,2083853.3999999906,26482711.929999992,124.07567433470761
N456AA,200,29.4,3997.24,506,101200,359294,10563243.6,32558.32999999999,1975691.480000006,12571493.410000006,124.22424318181824
N5CRAA,368,32.6,6952.53,247,90896,317245,10342187.0,59557.01999999998,926314.8400000045,11328058.860000003,124.62659368949132
N7BWAA,368,33.3,7482.44,38,13984,48009,1598699.7,11624.36,133909.72999999995,1744233.79,124.73067720251717
N557AA,200,28.2,4354.75,23,4600,15671,441922.2,41155.909999999996,92129.46000000002,575207.5700000001,125.0451239130435
N122US,200,31.5,4277.93,621,124200,432031,13608976.5,40704.860000000015,1910151.8899999924,15559833.249999993,125.28046095008045
N804AW,200,28.5,4280.2,673,134600,521405,14860042.5,11639.850000000004,1992399.670000002,16864082.020000003,125.29035676077268
N7ACAA,524,38.8,9773.31,44,23056,70035,2717358.0,22897.85,151025.92999999988,2891281.78,125.4025754684247
N438AA,200,28.3,4259.93,1349,269800,1024569,28995302.7,161020.44,4799137.599999973,33955460.73999997,125.85419103039278
N581AA,200,30.5,4406.75,1508,301600,1068950,32602975.0,60157.640000000014,5430634.829999971,38093767.46999997,126.3055950596816
N3MEAA,368,31.3,7223.06,1098,404064,1500777,46974320.1,7470.82,4088473.2600000347,51070264.18000004,126.39152258058138
N885AA,368,31.6,7040.58,20,7360,27073,855506.8,-902.6799999999998,79758.98999999999,934363.11,126.95150951086957
N633AA,368,31.5,7107.42,374,137632,511245,16104217.5,43356.61,1408575.5700000066,17556149.680000007,127.55863229481521
N853AA,368,34.1,7467.53,1145,421360,1453981,49580752.1,123254.90000000004,4194249.1600000034,53898256.160000004,127.91498044427568
N389AA,524,37.0,10243.06,144,75456,247216,9146992.0,13980.41,522955.90999999887,9683928.319999998,128.33874469889736
N7AGAA,524,39.3,10488.94,43,22532,69476,2730406.8,12523.15,154695.1899999999,2897625.1399999997,128.6004411503639
N504AA,200,30.5,3987.82,1402,280400,1021539,31156939.5,85668.09000000003,5036332.83999996,36278940.42999996,129.38281180456477
N5DJAA,524,35.6,10254.36,741,388284,1329710,47337676.0,189581.01000000004,2711863.0199999693,50239120.029999964,129.38756175891865
N631AA,368,32.8,7367.64,122,44896,164884,5408195.199999999,-151.8800000000009,438267.4499999993,5846310.769999999,130.2189676140413
N491AA,200,29.9,4323.99,986,197200,725043,21678785.7,176008.15000000008,3882164.9699999844,25736958.81999998,130.51196156186603
N4YNAA,200,29.9,4390.98,1385,277000,1043342,31195925.799999997,128960.58,5001358.3699999675,36326244.74999996,131.1416777978338
N003AA,200,28.8,4462.4,684,136800,535221,15414364.8,99931.50999999998,2440524.1700000074,17954820.480000008,131.24868771929832
N541AA,200,30.1,4498.83,1412,282400,1056521,31801282.1,128063.70999999995,5150014.009999957,37079359.81999996,131.30084922096304
N951UW,85,22.7,2260.39,961,81685,348767,7917010.899999999,-3213.3499999999954,2848062.2999999626,10761859.849999962,131.74829956540322
N483AA,200,30.4,4498.97,1375,275000,1024960,31158784.0,175779.79000000007,4938347.689999974,36272911.479999974,131.901496290909
N009AA,200,29.7,4133.2,672,134400,515780,15318666.0,94711.31999999998,2321374.9600000056,17734752.280000005,131.95500208333337
N4YTAA,200,30.0,4521.29,1289,257800,977023,29310690.0,197493.23000000016,4542387.049999978,34050570.27999998,132.08134321179202
N831AW,200,30.7,4147.23,689,137800,526616,16167111.2,10115.25,2089390.0199999986,18266616.47,132.5589003628447
N3LVAA,368,33.1,7033.15,1117,411056,1526270,50519537.0,7682.890000000001,4180704.1100000367,54707924.00000004,133.09117005955403
N573AA,200,31.0,4050.65,480,96000,348921,10816551.0,81182.57999999996,1890628.0000000042,12788361.580000004,133.2120997916667
N508AA,200,29.3,4346.21,451,90200,349124,10229333.200000001,20498.590000000004,1766509.750000004,12016341.540000005,133.21886407982268
N489AA,200,29.5,4174.65,1295,259000,1004528,29633576.0,172895.80000000005,4742330.349999976,34548802.149999976,133.3930584942084
N7BCAA,524,36.3,9638.23,39,20436,71623,2599914.9,3483.75,124439.05999999991,2727837.71,133.48197837150127
N549AA,200,28.7,4060.32,19,3800,14941,428806.7,1695.9399999999998,77640.28000000003,508142.92000000004,133.72182105263158
N4YUAA,200,30.6,4231.41,1264,252800,942993,28855585.8,130587.1400000001,4853570.239999968,33839743.17999997,133.85974359177203
N3LJAA,368,33.1,7605.37,1080,397440,1495291,49494132.1,29250.430000000008,3996362.390000032,53519744.92000003,134.6611939412239
N837AW,200,29.5,3992.41,688,137600,566429,16709655.5,22828.48,1955393.3499999968,18687877.33,135.81306199127906
N816AW,200,30.5,4260.87,656,131200,523220,15958210.0,54532.289999999986,1811143.7899999963,17823886.079999994,135.8527902439024
N3LRAA,368,33.0,6924.09,1062,390816,1490313,49180329.0,14142.11,3920349.4900000305,53114820.60000003,135.9074874109556
N355AA,368,30.6,7517.8,82,30176,123472,3778243.2,17615.210000000003,317791.8199999995,4113650.2299999995,136.32191907476138
N022AA,200,28.6,4463.63,750,150000,618260,17682236.0,60254.259999999995,2738969.0100000016,20481459.270000003,136.54306180000003
N765US,200,30.6,4208.76,617,123400,494443,15129955.8,27753.430000000004,1739859.1499999997,16897568.38,136.93329319286872
N018AA,200,31.1,4419.22,712,142400,553067,17200383.7,23223.379999999997,2602322.500000008,19825929.580000006,139.22703356741576
N566AA,200,31.3,4301.76,1365,273000,1053272,32967413.6,134610.02000000005,4968156.549999972,38070180.16999997,139.45120941391932
N949UW,85,21.1,2301.56,963,81855,408006,8608926.600000001,-8941.88,2828929.669999963,11428914.389999963,139.62390067802778
N7AUAA,524,37.6,10077.59,63,33012,115849,4355922.4,21168.559999999998,232388.69999999972,4609479.66,139.63042711741184
N945UW,85,21.1,2389.91,892,75820,378228,7980610.800000001,9101.769999999999,2675439.1199999657,10665151.689999966,140.6640950936424
N8AAAA,200,28.3,4443.02,90,18000,76077,2152979.1,7129.98,401109.9599999991,2561219.039999999,142.28994666666662
N953UW,85,22.9,2284.62,888,75480,359719,8237565.1,-15206.470000000001,2544825.5799999656,10767184.209999966,142.64949933757242
N766US,200,30.0,4436.44,683,136600,587896,17636880.0,42429.459999999985,1962755.1199999996,19642064.580000002,143.7925664714495
N958UW,85,22.9,2365.46,820,69700,336959,7716361.1,-822.9300000000006,2318345.7899999754,10033883.959999975,143.95816298421772
N8ALAA,200,29.4,4281.97,37,7400,33138,974257.2,6601.25,89251.71000000004,1070110.16,144.60948108108107
N965UW,85,21.9,2331.75,951,80835,410379,8987300.1,8440.090000000002,2726564.0399999665,11722304.229999967,145.01520665553247
N5DEAA,524,39.0,9597.06,881,461644,1637557,63864723.0,70748.88999999996,3141198.599999974,67076670.48999997,145.29956089540852
N290AY,200,30.4,4004.56,28,5600,23750,722000.0,-2428.6800000000003,98288.14000000004,817859.46,146.04633214285712
N5FDAA,524,39.1,10504.75,803,420772,1502036,58729607.6,83872.66000000002,2848426.37999997,61661906.63999997,146.54470031275838
N821AW,200,31.2,4082.74,595,119000,495810,15469272.0,29542.540000000005,2013567.8099999952,17512382.349999994,147.16287689075625
N375AA,524,39.1,10131.57,280,146720,524135,20493678.5,125199.85999999999,981813.4100000066,21600691.770000007,147.22390791984736
N944UW,85,22.2,2351.53,941,79985,408661,9072274.2,-3752.529999999999,2784714.209999963,11853235.879999964,148.1932347315117
N5ESAA,524,39.0,9656.86,719,376756,1359392,53016288.0,180390.5199999999,2732279.589999968,55928958.10999997,148.4487522693732
N7BAAA,368,31.5,7445.64,47,17296,75476,2377494.0,22180.089999999997,168004.83999999985,2567678.9299999997,148.4550722710453
N832AW,200,30.4,4491.47,691,138200,607145,18457208.0,25088.909999999996,2159957.1999999993,20642254.11,149.36508039073806
N956UW,85,23.4,2373.41,804,68340,338545,7921952.999999999,-2099.3300000000017,2385493.3399999705,10305347.00999997,150.79524451273002
N027AA,200,29.2,4040.61,617,123400,557669,16283934.799999999,65980.31999999998,2292770.6,18642685.72,151.0752489465154
N284AY,200,30.6,4467.94,33,6600,29895,914787.0,-684.2600000000001,90265.54000000002,1004368.28,152.17701212121213
N7BXAA,368,33.1,7166.02,59,21712,92769,3070653.9,35756.95,200499.9799999998,3306910.83,152.30797853721444
N7BUAA,368,31.2,7478.99,46,16928,76961,2401183.1999999997,22959.619999999995,181264.34999999983,2605407.1699999995,153.91110408790166
N292AY,200,30.8,4155.49,23,4600,21017,647323.6,1775.2499999999998,59445.68999999998,708544.5399999999,154.03142173913042
N834AW,200,31.5,4435.43,639,127800,582580,18351270.0,9619.030000000002,1936936.9200000025,20297825.950000003,158.8249291862285
N835AW,200,31.4,4213.06,644,128800,589510,18510614.0,14199.399999999996,1970550.8599999992,20495364.259999998,159.12549891304346
N8AJAA,200,29.0,4459.45,25,5000,24380,707020.0,26165.99,84245.79000000002,817431.78,163.486356
N665AW,200,28.4,4217.68,626,125200,658176,18692198.4,2299.0400000000004,1865070.2399999949,20559567.679999992,164.2137993610223
N7LCAA,524,35.3,9179.13,2,1048,4684,165345.19999999998,1120.6299999999999,7594.110000000001,174059.94,166.08772900763358
N7BYAA,368,31.2,7277.93,59,21712,109729,3423544.8,32764.870000000003,194406.31999999977,3650715.9899999998,168.1427777266028
N201UU,200,31.2,3958.77,305,61000,302020,9423024.0,27897.899999999998,855095.4600000004,10306017.360000001,168.9511042622951
N8AMAA,200,28.7,4127.4,24,4800,24444,701542.7999999999,4030.2899999999995,106495.37000000002,812068.46,169.18092916666666
N732US,85,22.1,2254.59,751,63835,394649,8721742.9,17661.129999999997,2118330.699999993,10857734.729999995,170.09062003603032
N647AW,200,28.4,4203.45,619,123800,675445,19182638.0,25386.39999999999,1875955.9699999942,21083980.369999994,170.30678812600965
N579UW,200,28.7,4037.37,703,140600,763060,21899822.0,21349.78,2147446.959999992,24068618.739999995,171.1850550497866
N737US,85,22.0,2310.43,762,64770,411026,9042572.0,15055.100000000002,2082932.929999993,11140560.029999992,172.00185317276504
N7LKAA,368,32.9,7532.39,5,1840,9268,304917.2,684.3999999999999,11012.79,316614.39,172.07303804347828
N640AW,200,29.9,4096.01,634,126800,667849,19968685.099999998,49267.87000000002,1875396.3399999945,21893349.309999995,172.66048351735012
N939UW,200,30.0,4204.31,252,50400,271288,8138640.0,10250.37,706738.3400000007,8855628.71,175.70691884920637
N651AW,200,29.0,3993.97,564,112800,625778,18147562.0,42200.25999999999,1666365.769999994,19856128.029999994,176.02950381205667
N3MWAA,200,29.5,4539.34,287,57400,314630,9281585.0,1813.8100000000018,821075.9800000013,10104474.790000001,176.0361461672474
N165US,200,29.1,4178.42,626,125200,692823,20161149.3,28804.460000000003,1943041.1799999909,22132994.939999994,176.7811097444089
N730US,85,21.1,2346.75,651,55335,378513,7986624.300000001,35868.380000000005,1763292.7399999928,9785785.419999994,176.84621704165528
N7LEAA,524,37.6,9618.59,1,524,2342,88059.2,1282.05,3418.68,92759.93,177.0227671755725
N7LRAA,524,38.0,9775.9,2,1048,4684,177992.0,0.0,7594.110000000001,185586.11,177.08598282442748
N655AW,200,30.0,4211.47,563,112600,608153,18244590.0,36261.740000000005,1667724.1299999938,19948575.869999994,177.16319600355234
N909AW,524,39.2,10077.32,342,179208,783378,30708417.6,28621.049999999996,1070737.7400000005,31807776.390000004,177.49082847863937
N5FFAA,200,29.6,4370.8,240,48000,259383,7677736.800000001,94040.25,768199.2400000014,8539976.290000003,177.9161727083334
N980UY,200,28.8,4049.78,266,53200,298557,8598441.6,-1681.5300000000025,873638.1100000003,9470398.18,178.01500338345863
N976UY,200,28.7,4473.91,153,30600,169999,4878971.3,1476.2300000000014,568694.7100000001,5449142.24,178.07654379084968
N3FWAA,200,28.4,4187.51,989,197800,1122177,31869826.799999997,61678.67000000001,3519652.54,35451158.01,179.22729024266934
N534UW,200,28.2,4278.42,566,113200,657745,18548409.0,18943.409999999993,1729396.3699999943,20296748.779999994,179.29990088339218
N704US,85,22.4,2260.94,733,62305,406891,9114358.399999999,22137.97000000001,2059605.2699999919,11196101.639999991,179.6982848888531
N733UW,85,23.1,2337.96,724,61540,394114,9104033.4,32963.35999999999,1952094.6499999962,11089091.409999996,180.1932305817354
N5EVAA,200,30.9,4452.47,251,50200,264672,8178364.8,38023.33999999999,829445.3300000026,9045833.470000003,180.19588585657377
N708UW,85,21.8,2121.79,744,63240,425549,9276968.200000001,15280.859999999997,2106430.449999995,11398679.509999996,180.24477403542056
N3EVAA,200,28.2,4250.42,972,194400,1120827,31607321.4,71794.94999999997,3423495.819999993,35102612.16999999,180.56899264403285
N7LJAA,368,32.5,7735.95,3,1104,5773,187622.5,591.99,11160.54,199375.03,180.5933242753623
N3FXAA,200,28.4,4111.41,1053,210600,1208701,34327108.4,42503.76999999998,3712984.4500000076,38082596.62000001,180.82904377967716
N724UW,85,22.3,2267.45,751,63835,426528,9511574.4,-3288.2300000000014,2060851.0599999921,11569137.229999993,181.23501574371414
N187US,200,30.7,4416.97,598,119600,640853,19674187.099999998,9533.939999999999,1996449.959999991,21680170.99999999,181.27233277591964
N3JVAA,200,29.5,4045.15,1051,210200,1165399,34379270.5,17888.279999999995,3771515.730000005,38168674.510000005,181.58265704091343
N798AA,524,36.7,10256.18,686,359464,1712193,62837483.1,70648.34999999995,2413936.500000001,65322067.95,181.72075075668218
N722US,85,22.7,2366.47,737,62645,409681,9299758.7,31141.14,2067409.5499999924,11398309.389999993,181.95082432755996
N550UW,200,29.6,4007.69,465,93000,527023,15599880.8,19955.790000000008,1315969.9499999937,16935806.53999999,182.10544666666658
N538UW,200,28.3,3989.35,580,116000,681019,19272837.7,26694.12,1844542.6399999922,21144074.459999993,182.27650396551718
N3DFAA,200,28.3,4309.99,949,189800,1105196,31277046.8,90695.95999999998,3316000.9499999913,34683743.70999999,182.73837571127498
N940UW,200,30.6,4273.78,281,56200,307488,9409132.8,31980.9,831737.4000000006,10272851.100000001,182.79094483985767
N3FMAA,200,28.9,3960.78,1031,206200,1179906,34099283.4,33524.76000000001,3639095.3300000057,37771903.49,183.1809092628516
N554UW,200,28.4,4416.32,619,123800,730139,20735947.599999998,42962.28,1909378.8699999913,22688288.74999999,183.26566033925678
N3BUAA,200,29.2,3969.44,985,197000,1116088,32589769.599999998,56587.700000000026,3480654.059999999,36127011.36,183.3858444670051
N717UW,85,22.9,2346.04,736,62560,409526,9378145.399999999,31067.319999999992,2082822.66999999,11492035.38999999,183.6962178708438
N3GHAA,200,28.7,3989.74,1004,200800,1161989,33349084.3,38944.7,3617018.1700000023,37005047.17,184.28808351593625
N723UW,85,23.2,2124.93,768,65280,423964,9835964.799999999,55793.25,2151051.149999993,12042809.199999992,184.4793075980391
N3FSAA,200,29.1,4098.0,868,173600,994965,28953481.5,40904.880000000005,3045069.709999995,32039456.089999992,184.55907885944697
N276AY,85,23.0,2198.62,52,4420,27328,628544.0,8897.660000000002,179012.7900000001,816454.4500000002,184.7182013574661
N7LPAA,200,30.0,4208.51,4,800,4420,132600.0,386.36,14850.19,147836.55,184.79568749999999
N725UW,85,23.0,2242.09,774,65790,431038,9913874.0,13005.329999999998,2237728.6999999923,12164608.029999992,184.90056285149706
N908AW,524,37.8,9798.27,317,166108,788024,29787307.2,25902.630000000005,945524.6700000013,30758734.5,185.1731072555205
N3DYAA,200,28.6,4470.06,1013,202600,1185963,33918541.800000004,70564.81999999996,3558135.9300000025,37547242.550000004,185.32696224086874
N982VJ,200,30.7,4512.96,70,14000,75566,2319876.1999999997,8479.78,266753.7800000001,2595109.76,185.36498285714285
N198UW,200,29.3,4331.3,617,123400,716895,21005023.5,3338.9800000000005,1887406.38999999,22895768.86999999,185.54107674230139
N356AA,368,30.5,6906.41,259,95312,545950,16651475.0,106317.64,933274.5700000065,17691067.21000001,185.6121706605675
N3CBAA,200,29.9,4249.08,973,194600,1092656,32670414.4,59150.390000000014,3435255.5100000026,36164820.300000004,185.84183093525183
N3AVAA,200,28.6,4252.22,942,188400,1102881,31542396.6,36913.95999999999,3445845.190000003,35025155.75000001,185.90847001061576
N5FAAA,200,29.0,4186.36,229,45800,267451,7756079.0,28598.060000000005,743451.1800000011,8528128.24,186.20367336244541
N357AA,368,30.7,7451.65,190,69920,397612,12206688.4,78836.01999999999,737503.7100000028,13023028.130000003,186.2561231407323
N3KSAA,200,29.5,4482.8,931,186200,1065667,31437176.5,2096.7299999999973,3309030.4799999953,34748303.70999999,186.61817244897955
N716UW,85,22.4,2409.8,728,61880,423036,9476006.399999999,3394.359999999999,2071765.5199999912,11551166.27999999,186.67043115707804
N3EWAA,200,30.2,4521.54,972,194400,1086571,32814444.2,21259.89,3457159.4699999955,36292863.559999995,186.69168497942385
N162UW,200,29.8,4541.59,641,128200,733343,21853621.400000002,42702.05999999997,2044957.1599999904,23941280.61999999,186.7494588143525
N3HRAA,200,28.5,4364.39,1020,204000,1209954,34483689.0,36886.69,3597115.7800000054,38117691.470000006,186.85142877450983
N3JLAA,200,29.4,4278.16,1041,208200,1199058,35252305.199999996,19736.020000000008,3709319.5600000033,38981360.78,187.23035917387128
N3JKAA,200,28.9,4464.22,994,198800,1168054,33756760.6,-4901.169999999999,3517974.069999996,37269833.49999999,187.47401156941646
N658AW,200,30.9,4524.49,601,120200,670924,20731551.599999998,43654.29,1773194.399999991,22548400.289999988,187.59068460898493
N714US,85,22.6,2406.15,719,61115,413696,9349529.600000001,24981.570000000003,2091340.3599999915,11465851.529999994,187.61108614906314
N3EBAA,200,30.1,4313.34,923,184600,1041024,31334822.400000002,12601.17,3286979.9099999955,34634403.48,187.61865373781146
N3KPAA,200,29.3,3989.6,881,176200,1026409,30073783.7,24207.919999999987,3069134.770000002,33167126.390000004,188.23567758229288
N873AA,200,28.2,4090.73,504,100800,612578,17274699.599999998,85228.46,1657878.3699999903,19017806.42999999,188.6687145833332
N3FDAA,200,29.5,4508.16,954,190800,1106470,32640865.0,29519.700000000008,3363162.589999997,36033547.29,188.85506965408806
N927UW,200,30.4,4125.59,706,141200,803296,24420198.4,31658.570000000014,2228189.139999996,26680046.109999996,188.952167917847
N3HCAA,200,29.0,3981.49,982,196400,1158858,33606882.0,51799.379999999976,3455608.1699999985,37114289.550000004,188.97296104887985
N924US,200,30.1,4230.81,690,138000,795151,23934045.1,39504.189999999995,2146394.469999993,26119943.759999998,189.2749547826087
N3GDAA,200,29.1,4222.99,980,196000,1154895,33607444.5,21974.049999999996,3490321.609999997,37119740.16,189.38642938775507
N3BBAA,200,30.3,4190.04,999,199800,1135917,34418285.1,95484.80000000002,3467749.239999997,37981519.13999999,190.09769339339337
N713UW,85,23.5,2221.09,747,63495,421997,9916929.5,14737.569999999996,2148652.8199999933,12080319.889999993,190.25623891645
N3CCAA,200,28.6,4290.38,921,184200,1104804,31597394.400000002,84910.43000000002,3379595.7500000075,35061900.58000001,190.34690868621072
N7LGAA,200,31.5,4244.87,4,800,4356,137214.0,1319.08,13970.22,152503.3,190.629125
N3HLAA,200,29.5,4139.69,1050,210000,1234582,36420169.0,18785.009999999987,3722343.380000005,40161297.39,191.24427328571429
N179UW,200,30.6,4039.61,572,114400,658332,20144959.2,23015.869999999988,1737388.34999999,21905363.41999999,191.48044947552438
N972UY,200,31.4,4285.27,193,38600,211879,6653000.6,10011.789999999999,728513.76,7391526.149999999,191.49031476683936
